dataDate,optionType,strike,expirationDate,lastPrice,yearsToExpiration,impliedVolatilityPct,underlyingPrice,delta,gamma,theta,vega
2024-01-02,CALL,120.0,2024-02-01,33.187830473586644,0.0821917808219178,18.53231922145439,150.0,0.8046376623823059,0.01601474805833616,-0.009092556294133327,0.4300366343107469
2024-01-02,PUT,120.0,2024-02-01,3.1878304735866436,0.0821917808219178,18.53231922145439,150.0,-0.19536233761769406,0.01601474805833616,-0.009092556294133327,0.4300366343107469
2024-01-02,CALL,125.0,2024-02-01,28.88997740330867,0.0821917808219178,22.61422105086138,150.0,0.772904716095268,0.017139937828705577,-0.007915062302276349,0.4300366343107469
2024-01-02,PUT,125.0,2024-02-01,3.889977403308677,0.0821917808219178,22.61422105086138,150.0,-0.227095283904732,0.017139937828705577,-0.007915062302276349,0.4300366343107469
2024-01-02,CALL,130.0,2024-02-01,24.263493950010762,0.0821917808219178,24.785643883829767,150.0,0.7331131781391641,0.018119103822190192,-0.006647532589044045,0.4300366343107469
2024-01-02,PUT,130.0,2024-02-01,4.263493950010769,0.0821917808219178,24.785643883829767,150.0,-0.2668868218608359,0.018119103822190192,-0.006647532589044045,0.4300366343107469
2024-01-02,CALL,135.0,2024-02-01,18.854319138269638,0.0821917808219178,22.406923217409442,150.0,0.6848468629040039,0.018919189378135307,-0.005165566887197161,0.4300366343107469
2024-01-02,PUT,135.0,2024-02-01,3.8543191382696307,0.0821917808219178,22.406923217409442,150.0,-0.3151531370959961,0.018919189378135307,-0.005165566887197161,0.4300366343107469
2024-01-02,CALL,140.0,2024-02-01,12.9487577875996,0.0821917808219178,17.14248015361414,150.0,0.6286050950126537,0.01951221960129692,-0.003547604873314959,0.4300366343107469
2024-01-02,PUT,140.0,2024-02-01,2.9487577875995896,0.0821917808219178,17.14248015361414,150.0,-0.3713949049873463,0.01951221960129692,-0.003547604873314959,0.4300366343107469
2024-01-02,CALL,145.0,2024-02-01,8.28443965489552,0.0821917808219178,19.093952659171386,150.0,0.5660561651698517,0.019876923466528824,-0.0022697094944919235,0.4300366343107469
2024-01-02,PUT,145.0,2024-02-01,3.2844396548955217,0.0821917808219178,19.093952659171386,150.0,-0.4339438348301483,0.019876923466528824,-0.0022697094944919235,0.4300366343107469
2024-01-02,CALL,150.0,2024-02-01,3.8761476397395564,0.0821917808219178,22.533822298373245,150.0,0.5,0.02,-0.0010619582574628922,0.4300366343107469
2024-01-02,PUT,150.0,2024-02-01,3.8761476397395427,0.0821917808219178,22.533822298373245,150.0,-0.5,0.02,-0.0010619582574628922,0.4300366343107469
2024-01-02,CALL,155.0,2024-02-01,3.207047525563361,0.0821917808219178,18.644036749936117,150.0,0.43394383483014826,0.019876923466528824,-0.0008786431576885921,0.4300366343107469
2024-01-02,PUT,155.0,2024-02-01,8.207047525563354,0.0821917808219178,18.644036749936117,150.0,-0.5660561651698517,0.019876923466528824,-0.0008786431576885921,0.4300366343107469
2024-01-02,CALL,160.0,2024-02-01,3.6211828774757855,0.0821917808219178,21.051595309314383,150.0,0.3713949049873463,0.01951221960129692,-0.0009921048979385715,0.4300366343107469
2024-01-02,PUT,160.0,2024-02-01,13.621182877475775,0.0821917808219178,21.051595309314383,150.0,-0.6286050950126537,0.01951221960129692,-0.0009921048979385715,0.4300366343107469
2024-01-02,CALL,165.0,2024-02-01,3.757404324727428,0.0821917808219178,21.843512999478,150.0,0.3151531370959961,0.018919189378135307,-0.0010294258423910762,0.4300366343107469
2024-01-02,PUT,165.0,2024-02-01,18.757404324727418,0.0821917808219178,21.843512999478,150.0,-0.6848468629040039,0.018919189378135307,-0.0010294258423910762,0.4300366343107469
2024-01-02,CALL,170.0,2024-02-01,3.1975711563345732,0.0821917808219178,18.58894627349347,150.0,0.2668868218608359,0.018119103822190192,-0.0008760468921464584,0.4300366343107469
2024-01-02,PUT,170.0,2024-02-01,23.19757115633456,0.0821917808219178,18.58894627349347,150.0,-0.7331131781391641,0.018119103822190192,-0.0008760468921464584,0.4300366343107469
2024-01-02,CALL,175.0,2024-02-01,3.5239224896828696,0.0821917808219178,20.486176109919878,150.0,0.22709528390473205,0.017139937828705577,-0.0009654582163514711,0.4300366343107469
2024-01-02,PUT,175.0,2024-02-01,28.52392248968286,0.0821917808219178,20.486176109919878,150.0,-0.772904716095268,0.017139937828705577,-0.0009654582163514711,0.4300366343107469
2024-01-02,CALL,180.0,2024-02-01,2.4591150350702713,0.0821917808219178,14.295962476613683,150.0,0.19536233761769406,0.01601474805833616,-0.000673730146594595,0.4300366343107469
2024-01-02,PUT,180.0,2024-02-01,32.45911503507028,0.0821917808219178,14.295962476613683,150.0,-0.8046376623823059,0.01601474805833616,-0.000673730146594595,0.4300366343107469
2024-01-02,CALL,120.0,2024-04-01,35.66240687988439,0.2465753424657534,19.005311847455904,150.0,0.8046376623823059,0.01601474805833616,-0.009770522432845038,0.7448452997421311
2024-01-02,PUT,120.0,2024-04-01,5.662406879884372,0.2465753424657534,19.005311847455904,150.0,-0.19536233761769406,0.01601474805833616,-0.009770522432845038,0.7448452997421311
2024-01-02,CALL,125.0,2024-04-01,31.04020701682093,0.2465753424657534,20.273360853965507,150.0,0.772904716095268,0.017139937828705577,-0.008504166305978337,0.7448452997421311
2024-01-02,PUT,125.0,2024-04-01,6.040207016820943,0.2465753424657534,20.273360853965507,150.0,-0.227095283904732,0.017139937828705577,-0.008504166305978337,0.7448452997421311
2024-01-02,CALL,130.0,2024-04-01,25.376521333703327,0.2465753424657534,18.0457651258748,150.0,0.7331131781391641,0.018119103822190192,-0.006952471598274885,0.7448452997421311
2024-01-02,PUT,130.0,2024-04-01,5.376521333703323,0.2465753424657534,18.0457651258748,150.0,-0.2668868218608359,0.018119103822190192,-0.006952471598274885,0.7448452997421311
2024-01-02,CALL,135.0,2024-04-01,22.03337016847678,0.2465753424657534,23.60681530417042,150.0,0.6848468629040039,0.018919189378135307,-0.0060365397721854185,0.7448452997421311
2024-01-02,PUT,135.0,2024-04-01,7.033370168476779,0.2465753424657534,23.60681530417042,150.0,-0.3151531370959961,0.018919189378135307,-0.0060365397721854185,0.7448452997421311
2024-01-02,CALL,140.0,2024-04-01,15.160567502832501,0.2465753424657534,17.320937329600902,150.0,0.6286050950126537,0.01951221960129692,-0.00415358013776233,0.7448452997421311
